Tweet No,Tweet Text,Match,Polarity
199,our covid19 data hub provides censusdata on businesses atrisk populations and much more in your area to start  1  go to  2  select your state and county in the census covid19 impact report   for more tips,No Match,neutral
200,covid heroes treated like zeroes now come and give my registration i have waited enough doctorsdeniedlicencesudhakar,"like,enough",positive
201,keep items cold or dry w a falken waterproof bag rt amp follow falkentire to enter to win this giveaway contest prize or other swag rules  day2,"win,prize,cold",positive
202,geez youre so cold like this ice creambut ice cream is sweet too,"like,sweet,cold",positive
203,vaccine wars,No Match,neutral
204,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
205,chinaus tensions are unlikely to take the same form as the previous usussr cold war writes the fts janan ganesh,"unlikely,cold",negative
206,we have to go back to the basic principles of public health that was thrown out the window a year ago its not one disease public health is about all the diseases so all the collateral damage professor  april 2021,damage,negative
207,the jampj vaccine is much much safer than injecting bleach,No Match,neutral
208,the cdc and fda are recommending a pause in the use of the johnson amp johnson vaccine out of an abundance of caution while an investigation is conducted into six reported cases of a rare and severe type of blood clot,"abundance,severe",neutral
209,were immensely proud of all those event teams who successfully delivered the first parkrun events in england for 13 monthsheres our latest weekly update   loveparkrun,"proud,successfully",positive
210,this is heartbreaking and truly appalling,"heartbreaking,appalling",negative
211,if they aint putting ginger ale in that vaccine ion want it,No Match,neutral
212,68 million doses of johnson and johnson have been administered in the united states to date the lincoln county health department has administered 39 doses of the johnson amp johnson vaccine our routine weekly clinics do not use jampj,No Match,neutral
213,if they were all on the pill then it could be just the pill it could be the combination of pill  vaccine that is dangerous in which case lets give pfizer and moderna to people who are on the pill and keep giving astrazeneca and jampj to everyone else,dangerous,negative
214,jeezus 73 percent of vaccine misinformation on facebook and 17 percent of vaccine misinformation on twitter can be linked to the same 12 individualsyet most havent been banned,No Match,neutral
215,snow early warning  20cm for killington over 4 days  ski j2ski snowreport killington,warning,negative
216,daily read chart nyc daily covid cases far above global business hubs with more than 3k new cases reported in nycon sunday the city still averages nearly 18 times more daily cases than londons 170 sunday and dont even bother comparing nyc to hks 2 cases 13,bother,negative
217,from cdcfdapfizer and moderna are not affectedas of april 12 more than 68 million doses of the johnson amp johnson janssen  vaccine have been administered in the us cdc and fda are reviewing data involving six reported us cases of a rare and severe type of blood clot,severe,negative
218,the lack of access to vaccine supply in most countries across south asia is a real and pressing concern that needs to be urgently addressedwho you are and where you live should not determine your access to the covid19 vaccine,"lack,concern",negative
219,if we dont get paimon doing a cow impression in some kind of sarcastic reply to her being called emergency food ill be very disapointed,"sarcastic,emergency,disapointed",negative
220,if you dont want the vaccine cool thats your choice but spreading false narratives and incorrect information is unnecessary,"cool,false,incorrect,unnecessary",negative
221,just shut up and get the vaccine,No Match,neutral
222,i hope im wrong but the fact that every state is now racing to shout how theyre pausing the jampj vaccine out of an abundance of caution  even over a relatively soft recommendation by the fda  is going to make it difficult to unpause consumer demand for it,"abundance,soft,recommendation,wrong,difficult",positive
